sexo,idade,peso,altura,nivel,dias_disponiveis,tempo_disponivel,split
F,28,74.2,1.5,avancado,5,70,Lower Focus (LULUL)
F,38,59.9,1.55,iniciante,5,70,Upper/Lower 3x + Full Body
F,51,77.8,1.98,intermediario,4,50,Full Body 4x
M,46,107.4,1.9,intermediario,5,70,Bro Split
F,43,94.9,1.63,intermediario,6,70,Arnold Split
M,38,77.3,1.86,intermediario,6,80,PPL 2x
F,41,87.3,1.92,avancado,4,60,Upper/Lower 2x
F,34,81.3,1.78,avancado,5,70,Upper/Lower 2x + Full Body
M,26,103.4,1.65,avancado,5,60,UL PPL
F,38,87.6,1.74,avancado,3,60,PPL 1x
M,25,111.4,1.69,iniciante,3,80,Full Body 3x
M,24,77.3,1.99,avancado,6,50,Upper/Lower 3x
M,51,105.6,1.74,intermediario,4,60,Full Body 4x
F,21,58.7,1.88,iniciante,4,60,Upper/Lower 2x
M,46,63.4,1.72,intermediario,6,90,PPL 2x
M,31,89.7,1.87,avancado,5,70,UL PPL
M,36,99.0,1.81,iniciante,5,60,Upper/Lower 3x + Full Body
F,23,53.4,1.91,iniciante,5,60,Upper/Lower 3x + Full Body
F,35,66.7,1.84,iniciante,6,60,PPL 2x
F,25,46.0,1.61,avancado,4,70,Upper/Lower 2x
M,38,63.0,1.86,avancado,6,80,PPL 2x
M,27,93.6,1.52,iniciante,3,40,Full Body 3x
F,23,64.0,1.77,intermediario,4,50,Full Body 4x
M,42,74.6,1.83,intermediario,5,70,Bro Split
F,43,86.5,1.55,intermediario,3,60,Full Body 3x
F,47,54.9,1.6,iniciante,4,60,Upper/Lower 2x
M,32,57.6,1.75,iniciante,6,60,PPL 2x
M,17,113.9,1.92,intermediario,4,80,Upper/Lower 2x
M,46,102.0,1.55,iniciante,4,60,Upper/Lower 2x
F,62,68.2,1.55,iniciante,3,80,Full Body 3x
F,30,66.3,1.56,avancado,3,40,PPL 1x
M,24,76.4,1.95,avancado,5,80,UL PPL
F,22,54.1,1.7,avancado,5,80,Lower Focus (LULUL)
F,42,85.0,1.82,avancado,3,50,Full Body 3x
M,44,61.7,1.96,intermediario,6,50,Upper/Lower 3x
F,31,75.6,1.93,avancado,4,60,Upper/Lower 2x
F,34,67.0,1.53,intermediario,3,70,Full Body 3x
M,42,118.6,1.83,iniciante,3,60,Full Body 3x
F,44,62.3,1.84,intermediario,3,40,Full Body 3x
F,57,87.6,1.93,iniciante,6,60,PPL 2x
F,29,47.5,1.61,intermediario,6,80,PPL 2x
F,22,85.1,1.72,avancado,6,60,PPL 2x
M,63,61.7,1.71,intermediario,3,80,Full Body 3x
F,47,89.5,1.78,intermediario,6,90,PPL 2x
M,30,108.1,1.92,iniciante,6,70,PPL 2x
F,30,50.7,1.88,iniciante,5,60,Upper/Lower 3x + Full Body
F,40,72.4,1.69,iniciante,4,60,Upper/Lower 2x
F,49,50.3,1.81,iniciante,6,50,PPL 2x
M,49,101.6,1.55,intermediario,3,70,Full Body 3x
M,33,117.7,1.5,intermediario,6,80,Arnold Split
M,34,100.0,1.59,avancado,3,60,PPL 1x
F,38,70.2,1.69,avancado,4,60,Upper/Lower 2x
F,60,67.6,1.57,intermediario,5,80,Upper/Lower 2x + Full Body
F,36,80.6,1.97,intermediario,4,50,Full Body 4x
F,43,91.1,1.57,intermediario,4,60,Full Body 4x
F,42,80.5,1.88,intermediario,6,70,PPL 2x
F,53,88.9,1.71,iniciante,3,40,Full Body 3x
M,24,68.0,1.88,iniciante,5,70,Upper/Lower 3x + Full Body
M,24,99.9,1.65,avancado,3,60,PPL 1x
M,33,103.3,1.78,iniciante,5,70,Upper/Lower 3x + Full Body
F,20,64.4,1.98,avancado,5,90,Lower Focus (LULUL)
F,21,55.2,1.93,avancado,6,80,Arnold Split
F,55,82.8,1.77,intermediario,4,60,Full Body 4x
M,25,67.2,1.59,intermediario,6,40,Upper/Lower 3x
F,28,51.5,1.79,iniciante,5,60,Upper/Lower 3x + Full Body
M,57,65.0,1.66,iniciante,5,60,Upper/Lower 3x + Full Body
F,37,48.6,1.85,intermediario,4,60,Full Body 4x
M,47,82.0,1.77,iniciante,4,80,Upper/Lower 2x
F,41,63.0,1.61,avancado,6,100,PPL 2x
M,49,62.5,1.67,iniciante,4,90,Upper/Lower 2x
F,42,64.1,1.9,iniciante,5,60,Upper/Lower 3x + Full Body
F,28,70.7,1.75,intermediario,5,80,Lower Focus (LULUL)
M,25,116.6,1.58,avancado,3,70,PPL 1x
M,26,111.2,1.71,iniciante,6,70,PPL 2x
M,57,56.5,1.86,iniciante,3,40,Full Body 3x
M,47,92.4,1.61,iniciante,6,60,PPL 2x
F,31,45.8,1.84,intermediario,3,70,Full Body 3x
M,38,78.3,1.75,iniciante,5,70,Upper/Lower 3x + Full Body
F,28,64.1,1.91,iniciante,4,60,Upper/Lower 2x
F,24,84.8,1.92,iniciante,4,60,Upper/Lower 2x
F,53,92.9,1.51,avancado,4,50,Full Body 4x
F,17,71.9,1.97,iniciante,5,50,Upper/Lower 3x + Full Body
M,54,65.5,1.61,avancado,4,50,Full Body 4x
M,41,110.3,1.97,avancado,6,70,PPL 2x
M,21,71.3,1.6,intermediario,5,60,Bro Split
M,41,61.5,1.81,avancado,5,60,Bro Split
F,29,79.7,1.58,intermediario,5,90,Lower Focus (LULUL)
F,25,57.3,1.61,intermediario,6,60,Upper/Lower 3x
F,30,88.9,1.73,intermediario,5,60,Lower Focus (LULUL)
M,23,109.7,1.93,iniciante,4,60,Upper/Lower 2x
M,53,102.3,1.95,avancado,3,80,Full Body 3x
M,38,113.9,1.78,intermediario,6,70,Arnold Split
F,24,56.2,1.89,intermediario,5,50,Lower Focus (LULUL)
M,35,80.8,1.75,intermediario,4,70,Upper/Lower 2x
M,24,66.6,1.97,intermediario,4,70,Upper/Lower 2x
F,34,47.0,1.88,iniciante,5,60,Upper/Lower 3x + Full Body
M,20,88.7,1.9,intermediario,6,80,PPL 2x
F,20,50.2,1.98,intermediario,5,80,Lower Focus (LULUL)
M,27,79.5,1.69,intermediario,3,60,Full Body 3x
M,31,88.6,1.68,avancado,6,70,PPL 2x
M,53,87.6,1.57,iniciante,3,60,Full Body 3x
M,28,67.1,1.68,intermediario,3,70,Full Body 3x
F,32,81.0,1.74,intermediario,4,70,Upper/Lower 2x
F,40,46.1,1.52,intermediario,4,50,Full Body 4x
M,35,58.6,1.63,iniciante,6,70,PPL 2x
M,37,112.1,1.86,avancado,3,50,PPL 1x
F,39,88.4,1.59,avancado,4,70,Upper/Lower 2x
M,49,95.5,1.76,iniciante,5,80,Upper/Lower 3x + Full Body
M,38,69.9,1.69,iniciante,4,60,Upper/Lower 2x
F,55,86.3,1.8,iniciante,3,80,Full Body 3x
M,36,61.1,1.83,avancado,3,80,PPL 1x
F,46,71.1,1.69,iniciante,6,50,PPL 2x
F,48,62.5,1.9,avancado,3,60,Full Body 3x
M,27,114.2,1.54,intermediario,6,60,Upper/Lower 3x
M,17,92.6,1.56,iniciante,4,70,Upper/Lower 2x
F,29,50.3,1.71,intermediario,5,80,Lower Focus (LULUL)
F,32,75.6,2.0,intermediario,4,60,Full Body 4x
F,47,53.9,1.78,intermediario,5,70,Upper/Lower 2x + Full Body
F,46,81.8,1.93,intermediario,4,60,Full Body 4x
M,42,61.5,1.75,avancado,3,50,Full Body 3x
M,60,107.3,1.91,intermediario,6,40,Upper/Lower 3x
F,27,49.0,1.52,intermediario,6,70,PPL 2x
M,35,116.5,1.91,intermediario,6,40,Upper/Lower 3x
F,50,54.7,1.89,intermediario,4,70,Upper/Lower 2x
F,41,57.0,1.5,iniciante,5,70,Upper/Lower 3x + Full Body
F,30,65.3,1.6,iniciante,3,80,Full Body 3x
F,36,62.4,1.91,iniciante,4,60,Upper/Lower 2x
M,31,72.0,1.7,iniciante,3,60,Full Body 3x
M,29,107.2,1.98,avancado,5,70,UL PPL
F,60,83.5,1.88,avancado,6,70,PPL 2x
M,54,86.3,1.63,intermediario,4,70,Upper/Lower 2x
F,26,65.6,1.68,intermediario,5,50,Lower Focus (LULUL)
F,22,48.8,1.97,intermediario,5,50,Lower Focus (LULUL)
M,37,116.6,1.84,avancado,6,70,PPL 2x
M,26,111.7,1.6,iniciante,4,80,Upper/Lower 2x
M,30,62.8,1.54,avancado,6,70,PPL 2x
M,46,110.1,1.69,iniciante,5,60,Upper/Lower 3x + Full Body
F,63,64.9,1.88,iniciante,6,60,PPL 2x
F,36,64.7,1.84,iniciante,3,70,Full Body 3x
M,33,55.8,1.61,intermediario,5,60,Bro Split
M,51,90.7,1.62,intermediario,5,60,Bro Split
M,35,82.2,1.88,intermediario,6,60,Upper/Lower 3x
M,25,118.7,1.84,avancado,5,80,UL PPL
F,37,54.8,1.9,intermediario,6,80,PPL 2x
F,25,51.7,1.95,intermediario,5,70,Lower Focus (LULUL)
M,28,80.9,1.85,iniciante,5,60,Upper/Lower 3x + Full Body
F,40,82.2,1.63,intermediario,5,60,Lower Focus (LULUL)
F,32,88.4,1.98,iniciante,4,90,Upper/Lower 2x
F,28,78.7,1.74,intermediario,3,60,Full Body 3x
M,28,111.4,1.82,avancado,6,70,PPL 2x
M,37,60.1,1.67,iniciante,5,70,Upper/Lower 3x + Full Body
F,39,58.6,1.72,avancado,5,70,Lower Focus (LULUL)
F,35,65.7,1.59,iniciante,4,70,Upper/Lower 2x
M,57,68.7,1.7,iniciante,6,60,PPL 2x
F,19,71.2,2.0,iniciante,4,40,Full Body 4x
F,57,60.5,1.62,iniciante,4,50,Full Body 4x
M,50,57.3,1.68,avancado,6,60,PPL 2x
F,52,72.4,1.57,avancado,4,70,Upper/Lower 2x
F,33,71.2,1.82,iniciante,5,60,Upper/Lower 3x + Full Body
M,26,83.7,1.68,iniciante,5,40,Upper/Lower 3x + Full Body
M,35,77.4,1.73,iniciante,6,80,PPL 2x
M,34,104.8,1.9,intermediario,3,60,Full Body 3x
F,25,64.7,1.58,intermediario,6,80,PPL 2x
M,26,82.4,1.62,avancado,5,60,UL PPL
F,45,65.6,1.93,iniciante,5,50,Upper/Lower 3x + Full Body
F,33,58.6,1.81,iniciante,3,50,Full Body 3x
M,61,67.1,1.55,iniciante,6,70,PPL 2x
M,26,56.0,1.61,intermediario,6,100,PPL 2x
M,33,76.5,1.92,avancado,3,60,PPL 1x
F,31,54.1,1.95,iniciante,6,80,PPL 2x
M,23,80.0,1.99,iniciante,3,50,Full Body 3x
M,44,88.9,1.99,intermediario,5,80,UL PPL
M,24,103.4,1.77,iniciante,6,70,PPL 2x
M,25,111.1,1.61,iniciante,6,60,PPL 2x
F,25,74.2,1.7,iniciante,3,70,Full Body 3x
M,42,79.1,1.54,iniciante,3,70,Full Body 3x
M,29,58.9,1.82,intermediario,3,50,Full Body 3x
F,26,85.3,1.72,iniciante,6,60,PPL 2x
M,24,86.5,1.72,iniciante,6,50,PPL 2x
F,25,61.2,1.73,avancado,4,40,Full Body 4x
F,24,86.0,1.77,intermediario,6,70,PPL 2x
F,53,83.8,1.62,intermediario,6,50,Upper/Lower 3x
M,42,94.8,1.66,intermediario,3,40,Full Body 3x
M,41,109.3,1.56,avancado,4,50,Full Body 4x
M,25,92.1,1.92,intermediario,5,40,Bro Split
M,26,55.9,1.96,intermediario,3,60,Full Body 3x
F,40,72.9,1.97,intermediario,5,70,Lower Focus (LULUL)
F,21,71.5,1.87,avancado,3,80,PPL 1x
M,60,61.6,1.62,intermediario,4,60,Full Body 4x
M,27,91.3,1.78,intermediario,5,70,Bro Split
F,43,89.1,1.58,iniciante,6,60,PPL 2x
F,41,91.7,1.95,intermediario,5,80,Lower Focus (LULUL)
F,32,86.3,1.66,iniciante,4,60,Upper/Lower 2x
F,36,63.0,1.73,avancado,3,70,PPL 1x
M,63,88.6,2.0,iniciante,5,100,Upper/Lower 3x + Full Body
F,26,46.1,1.91,intermediario,5,80,Lower Focus (LULUL)
M,35,61.1,1.73,iniciante,5,60,Upper/Lower 3x + Full Body
M,38,71.7,1.65,intermediario,4,70,Upper/Lower 2x
F,44,53.6,1.91,intermediario,3,70,Full Body 3x
F,28,48.9,1.53,avancado,5,80,Lower Focus (LULUL)
M,32,111.5,1.61,intermediario,3,70,Full Body 3x
M,40,74.8,1.52,intermediario,4,60,Full Body 4x
M,42,58.3,1.87,intermediario,6,70,PPL 2x
M,37,69.4,1.64,intermediario,4,60,Full Body 4x
M,34,90.6,1.63,intermediario,6,70,Arnold Split
M,23,86.3,1.6,intermediario,4,70,Upper/Lower 2x
M,67,70.8,1.63,intermediario,3,50,Full Body 3x
F,32,62.4,1.66,intermediario,3,70,Full Body 3x
F,25,75.8,2.0,intermediario,4,60,Full Body 4x
M,56,68.0,1.69,avancado,3,50,Full Body 3x
M,21,111.5,1.91,iniciante,3,60,Full Body 3x
F,34,55.5,1.77,iniciante,5,60,Upper/Lower 3x + Full Body
M,39,100.2,1.83,intermediario,3,60,Full Body 3x
M,21,106.3,1.81,iniciante,3,40,Full Body 3x
F,41,88.2,1.51,avancado,6,50,Upper/Lower 3x
M,31,113.8,1.74,intermediario,3,50,Full Body 3x
F,35,73.0,1.86,iniciante,5,60,Upper/Lower 3x + Full Body
M,31,56.2,1.84,intermediario,5,50,Bro Split
F,62,85.6,1.81,avancado,3,80,Full Body 3x
M,58,64.9,1.95,intermediario,3,70,Full Body 3x
M,35,82.1,1.79,intermediario,5,80,UL PPL
M,29,68.4,1.57,intermediario,4,80,Upper/Lower 2x
M,29,83.0,1.95,avancado,4,60,Upper/Lower 2x
M,37,67.0,1.92,iniciante,3,70,Full Body 3x
F,52,93.1,1.65,intermediario,5,50,Upper/Lower 2x + Full Body
M,25,67.0,1.88,intermediario,5,70,Bro Split
M,39,70.0,1.51,iniciante,6,50,PPL 2x
F,50,80.6,1.69,avancado,6,60,PPL 2x
M,24,57.1,1.88,iniciante,5,90,Upper/Lower 3x + Full Body
M,26,104.3,1.53,avancado,6,80,Arnold Split
F,34,88.3,1.94,intermediario,3,70,Full Body 3x
F,49,64.7,1.97,intermediario,3,60,Full Body 3x
M,33,112.1,1.62,intermediario,3,70,Full Body 3x
M,35,67.3,1.72,avancado,5,60,Bro Split
M,32,99.8,1.95,intermediario,6,40,Upper/Lower 3x
M,35,105.6,1.97,intermediario,4,60,Full Body 4x
M,29,66.6,1.8,intermediario,4,80,Upper/Lower 2x
F,22,79.6,1.95,avancado,3,40,PPL 1x
F,43,49.3,1.85,intermediario,4,60,Full Body 4x
M,31,114.3,1.78,intermediario,4,50,Full Body 4x
M,24,82.3,1.65,avancado,6,60,PPL 2x
M,25,117.4,1.5,avancado,3,60,PPL 1x
M,51,94.5,1.75,iniciante,6,60,PPL 2x
M,33,70.9,1.77,intermediario,4,40,Full Body 4x
F,24,46.8,1.93,intermediario,5,60,Lower Focus (LULUL)
M,22,82.1,1.59,intermediario,4,90,Upper/Lower 2x
F,45,91.6,1.55,iniciante,5,80,Upper/Lower 3x + Full Body
F,49,87.2,1.53,intermediario,3,70,Full Body 3x
F,28,71.2,1.85,intermediario,3,70,Full Body 3x
M,62,86.4,1.84,avancado,5,60,Bro Split
F,50,71.3,2.0,intermediario,4,70,Upper/Lower 2x
F,35,69.6,1.59,intermediario,5,90,Lower Focus (LULUL)
M,16,85.2,1.9,intermediario,4,70,Upper/Lower 2x
F,68,47.3,1.67,avancado,4,40,Full Body 4x
F,25,57.7,1.53,iniciante,5,70,Upper/Lower 3x + Full Body
F,23,62.1,1.86,intermediario,3,80,Full Body 3x
F,25,91.1,1.74,intermediario,3,70,Full Body 3x
F,34,89.6,1.77,iniciante,6,80,PPL 2x
F,21,73.2,1.84,intermediario,3,50,Full Body 3x
F,42,48.3,1.57,avancado,5,100,Lower Focus (LULUL)
M,39,92.1,1.69,intermediario,5,70,Bro Split
M,29,72.6,1.54,avancado,5,60,UL PPL
M,59,89.1,1.59,intermediario,3,70,Full Body 3x
F,55,70.3,1.9,avancado,4,50,Full Body 4x
F,56,83.8,1.57,avancado,4,50,Full Body 4x
F,20,80.7,1.76,iniciante,3,70,Full Body 3x
M,38,76.7,1.94,iniciante,5,40,Upper/Lower 3x + Full Body
M,45,75.9,1.6,iniciante,5,70,Upper/Lower 3x + Full Body
F,41,52.5,1.64,iniciante,3,50,Full Body 3x
F,30,58.6,1.97,avancado,4,50,Full Body 4x
F,29,72.0,1.53,iniciante,3,50,Full Body 3x
F,21,64.6,1.85,avancado,6,70,PPL 2x
M,29,101.3,1.84,intermediario,6,70,Arnold Split
F,22,49.9,1.66,intermediario,6,60,Upper/Lower 3x
M,58,111.0,1.81,avancado,6,50,Upper/Lower 3x
F,55,84.4,1.94,intermediario,3,40,Full Body 3x
F,23,68.1,1.59,avancado,4,60,Upper/Lower 2x
M,31,76.2,1.82,avancado,6,60,PPL 2x
M,32,90.6,1.99,intermediario,5,50,Bro Split
F,42,84.2,1.72,avancado,4,50,Full Body 4x
F,41,50.7,1.8,iniciante,3,80,Full Body 3x
F,25,48.5,1.55,avancado,6,60,PPL 2x
M,40,60.9,1.91,avancado,3,70,Full Body 3x
F,41,71.6,1.69,intermediario,4,50,Full Body 4x
F,52,73.5,1.96,iniciante,6,70,PPL 2x
M,55,92.9,1.81,intermediario,4,80,Upper/Lower 2x
M,21,55.1,1.78,avancado,3,80,PPL 1x
M,51,83.1,1.8,intermediario,6,60,Upper/Lower 3x
M,32,98.1,1.74,iniciante,6,80,PPL 2x
F,30,52.7,2.0,intermediario,4,40,Full Body 4x
M,40,101.9,1.74,intermediario,4,40,Full Body 4x
F,40,88.0,1.95,intermediario,6,70,PPL 2x
F,33,72.6,1.73,intermediario,4,60,Full Body 4x
F,17,87.3,1.62,intermediario,6,80,PPL 2x
M,37,118.6,1.78,intermediario,3,70,Full Body 3x
M,60,64.2,1.87,avancado,5,60,Bro Split
M,22,70.9,1.82,intermediario,3,70,Full Body 3x
F,36,75.7,1.95,intermediario,3,60,Full Body 3x
F,35,73.7,1.67,intermediario,5,60,Lower Focus (LULUL)
F,20,81.3,1.78,iniciante,6,70,PPL 2x
F,37,85.4,1.81,iniciante,3,50,Full Body 3x
F,22,57.6,1.81,iniciante,5,40,Upper/Lower 3x + Full Body
M,23,114.2,1.87,intermediario,5,80,UL PPL
M,27,86.5,1.9,avancado,5,100,UL PPL
M,61,109.4,1.88,intermediario,6,50,Upper/Lower 3x
M,33,68.7,1.87,iniciante,5,70,Upper/Lower 3x + Full Body
M,23,85.2,1.74,intermediario,4,60,Full Body 4x
F,43,58.1,1.77,intermediario,5,80,Lower Focus (LULUL)
F,33,93.1,1.84,iniciante,5,90,Upper/Lower 3x + Full Body
F,32,61.7,1.63,iniciante,6,60,PPL 2x
M,41,102.7,1.79,iniciante,5,70,Upper/Lower 3x + Full Body
F,65,72.4,1.84,avancado,3,60,Full Body 3x
F,36,62.6,1.86,iniciante,3,40,Full Body 3x
M,22,116.8,1.82,intermediario,3,40,Full Body 3x
F,39,77.8,1.95,intermediario,4,80,Upper/Lower 2x
F,42,59.7,1.83,iniciante,6,80,PPL 2x
F,28,79.6,1.83,avancado,5,50,Upper/Lower 2x + Full Body
M,21,79.9,1.67,iniciante,5,50,Upper/Lower 3x + Full Body
M,21,94.7,1.59,intermediario,4,60,Full Body 4x
M,32,114.3,1.86,iniciante,3,40,Full Body 3x
F,44,45.9,1.75,intermediario,3,80,Full Body 3x
F,41,52.6,1.66,intermediario,3,60,Full Body 3x
F,57,68.9,1.7,intermediario,3,60,Full Body 3x
F,17,51.1,1.77,avancado,5,70,Lower Focus (LULUL)
M,31,78.7,1.93,iniciante,6,70,PPL 2x
M,28,66.5,1.52,intermediario,4,60,Full Body 4x
M,31,96.0,1.68,iniciante,6,70,PPL 2x
M,24,56.6,2.0,iniciante,6,40,PPL 2x
F,36,70.0,1.98,avancado,3,40,PPL 1x
M,21,81.4,1.61,intermediario,6,80,PPL 2x
M,52,103.2,1.62,iniciante,4,60,Upper/Lower 2x
M,19,70.8,1.82,iniciante,3,80,Full Body 3x
M,49,84.7,1.59,intermediario,3,50,Full Body 3x
M,38,59.1,1.6,iniciante,6,60,PPL 2x
M,62,75.9,1.98,iniciante,3,70,Full Body 3x
M,29,72.8,1.88,iniciante,5,70,Upper/Lower 3x + Full Body
M,33,63.7,1.9,intermediario,6,70,PPL 2x
F,18,49.0,1.5,avancado,5,60,Lower Focus (LULUL)
F,48,79.6,1.6,intermediario,6,60,Upper/Lower 3x
M,57,93.8,1.86,intermediario,3,70,Full Body 3x
F,47,65.9,1.78,iniciante,3,70,Full Body 3x
M,51,85.2,1.81,iniciante,3,50,Full Body 3x
F,47,69.9,1.58,avancado,3,70,Full Body 3x
F,28,57.6,1.81,avancado,6,40,Upper/Lower 3x
M,44,65.3,1.51,intermediario,3,80,Full Body 3x
F,43,66.0,1.87,avancado,4,70,Upper/Lower 2x
M,29,70.4,1.71,iniciante,4,40,Full Body 4x
M,38,112.9,1.57,avancado,6,50,Upper/Lower 3x
F,30,81.0,1.82,avancado,4,60,Upper/Lower 2x
M,19,73.2,1.56,intermediario,6,50,Upper/Lower 3x
F,30,75.2,1.89,intermediario,4,70,Upper/Lower 2x
M,37,60.6,1.93,intermediario,4,70,Upper/Lower 2x
F,50,45.7,1.71,avancado,4,60,Upper/Lower 2x
M,38,114.4,1.95,intermediario,3,40,Full Body 3x
M,34,82.7,1.7,avancado,3,60,PPL 1x
M,27,100.1,1.7,iniciante,5,60,Upper/Lower 3x + Full Body
M,40,56.0,1.83,iniciante,6,80,PPL 2x
M,45,118.5,1.73,iniciante,6,50,PPL 2x
F,52,80.2,1.5,intermediario,6,80,PPL 2x
M,29,74.3,1.88,intermediario,4,70,Upper/Lower 2x
F,22,81.8,1.53,avancado,5,80,Upper/Lower 2x + Full Body
F,23,68.3,1.52,intermediario,3,70,Full Body 3x
M,46,118.8,1.62,iniciante,6,70,PPL 2x
M,45,104.0,1.88,iniciante,5,60,Upper/Lower 3x + Full Body
M,32,59.1,1.67,intermediario,3,60,Full Body 3x
F,36,67.6,1.68,intermediario,3,50,Full Body 3x
M,53,60.2,1.95,iniciante,3,50,Full Body 3x
M,28,87.3,1.94,intermediario,3,60,Full Body 3x
M,61,85.8,1.71,intermediario,3,60,Full Body 3x
M,21,109.3,1.76,iniciante,5,70,Upper/Lower 3x + Full Body
F,47,74.7,1.85,avancado,6,60,PPL 2x
F,37,53.6,1.63,intermediario,5,70,Lower Focus (LULUL)
F,20,59.2,1.98,intermediario,4,70,Upper/Lower 2x
M,28,109.6,1.85,intermediario,4,50,Full Body 4x
F,23,73.7,1.72,intermediario,4,70,Upper/Lower 2x
F,20,93.9,1.57,intermediario,4,60,Full Body 4x
M,23,81.3,1.75,iniciante,6,80,PPL 2x
F,24,77.4,1.65,avancado,4,70,Upper/Lower 2x
F,44,61.9,1.56,intermediario,3,50,Full Body 3x
F,36,46.2,1.81,iniciante,5,40,Upper/Lower 3x + Full Body
M,21,92.9,1.61,avancado,5,50,UL PPL
F,22,78.9,1.98,avancado,6,50,Upper/Lower 3x
M,29,114.0,1.68,iniciante,6,60,PPL 2x
F,30,62.2,1.65,intermediario,3,50,Full Body 3x
F,53,85.2,1.64,avancado,6,70,PPL 2x
M,32,64.3,1.65,avancado,5,40,UL PPL
F,60,49.4,1.7,avancado,6,50,Upper/Lower 3x
M,33,68.0,1.92,iniciante,6,40,PPL 2x
F,49,69.7,1.87,iniciante,3,50,Full Body 3x
F,28,51.2,1.83,iniciante,4,60,Upper/Lower 2x
M,42,56.8,1.88,intermediario,3,70,Full Body 3x
F,30,73.3,1.93,intermediario,6,90,PPL 2x
F,48,70.6,1.79,avancado,4,70,Upper/Lower 2x
F,24,88.9,1.57,iniciante,5,60,Upper/Lower 3x + Full Body
F,40,47.4,1.65,intermediario,3,60,Full Body 3x
M,46,104.7,1.8,iniciante,5,80,Upper/Lower 3x + Full Body
F,49,58.6,1.85,intermediario,5,80,Upper/Lower 2x + Full Body
F,18,63.7,1.74,iniciante,4,50,Full Body 4x
M,24,109.1,1.9,intermediario,3,60,Full Body 3x
M,55,108.2,1.96,intermediario,5,70,Bro Split
F,24,89.5,1.8,avancado,5,50,Upper/Lower 2x + Full Body
M,28,69.5,1.93,iniciante,4,60,Upper/Lower 2x
M,26,82.6,1.88,iniciante,3,70,Full Body 3x
M,45,67.8,1.52,intermediario,3,60,Full Body 3x
M,55,59.3,1.83,avancado,3,80,Full Body 3x
M,26,67.0,1.68,iniciante,5,80,Upper/Lower 3x + Full Body
M,30,110.6,1.89,intermediario,3,40,Full Body 3x
M,37,89.4,1.86,avancado,4,80,Upper/Lower 2x
M,36,115.1,1.96,avancado,6,60,PPL 2x
F,38,78.7,1.55,avancado,6,60,PPL 2x
F,35,50.6,1.99,iniciante,3,60,Full Body 3x
F,34,80.2,1.78,iniciante,5,60,Upper/Lower 3x + Full Body
F,31,75.0,1.66,avancado,6,50,Upper/Lower 3x
F,32,54.4,1.53,avancado,6,80,PPL 2x
M,30,119.9,1.75,iniciante,6,60,PPL 2x
M,41,64.3,1.7,intermediario,3,70,Full Body 3x
M,53,59.2,1.99,iniciante,6,50,PPL 2x
F,50,58.9,1.86,intermediario,5,70,Upper/Lower 2x + Full Body
F,48,62.8,1.83,avancado,6,60,PPL 2x
F,24,50.4,1.63,intermediario,4,40,Full Body 4x
M,44,87.4,1.51,iniciante,5,50,Upper/Lower 3x + Full Body
M,39,104.4,1.83,intermediario,6,70,Arnold Split
F,25,69.5,1.63,iniciante,3,90,Full Body 3x
F,19,89.0,1.56,intermediario,6,60,Upper/Lower 3x
M,20,91.2,1.93,iniciante,4,60,Upper/Lower 2x
F,24,69.4,1.55,intermediario,6,60,Upper/Lower 3x
M,51,80.4,1.75,avancado,5,70,Bro Split
M,28,56.8,1.52,avancado,5,80,UL PPL
F,38,64.0,1.71,avancado,6,60,PPL 2x
M,41,70.3,1.66,iniciante,3,80,Full Body 3x
M,23,56.3,1.66,intermediario,6,70,PPL 2x
F,54,46.0,1.73,iniciante,5,60,Upper/Lower 3x + Full Body
M,31,107.5,1.55,intermediario,5,60,Bro Split
F,48,53.3,1.65,avancado,4,60,Upper/Lower 2x
M,50,109.6,1.77,iniciante,3,60,Full Body 3x
M,37,95.6,1.98,intermediario,3,70,Full Body 3x
F,27,66.4,1.67,iniciante,5,60,Upper/Lower 3x + Full Body
F,28,55.0,1.7,intermediario,6,70,PPL 2x
M,36,95.8,1.76,iniciante,6,50,PPL 2x
F,60,58.4,1.82,avancado,6,80,PPL 2x
M,44,88.9,1.68,iniciante,4,70,Upper/Lower 2x
F,46,65.5,1.93,avancado,4,80,Upper/Lower 2x
F,27,77.3,1.63,intermediario,6,50,Upper/Lower 3x
M,24,71.0,1.91,intermediario,6,60,Upper/Lower 3x
M,54,65.4,1.57,iniciante,5,70,Upper/Lower 3x + Full Body
M,25,117.6,1.74,iniciante,3,60,Full Body 3x
M,28,113.5,1.7,intermediario,3,60,Full Body 3x
M,50,70.3,1.79,intermediario,3,60,Full Body 3x
F,49,69.8,1.55,intermediario,5,60,Upper/Lower 2x + Full Body
F,38,85.3,1.87,avancado,4,50,Full Body 4x
F,25,67.0,1.63,intermediario,6,60,Upper/Lower 3x
M,42,75.6,1.71,intermediario,5,80,UL PPL
F,57,68.8,1.68,iniciante,3,80,Full Body 3x
M,41,99.9,1.89,iniciante,6,60,PPL 2x
F,59,90.2,1.84,intermediario,4,80,Upper/Lower 2x
F,31,91.4,1.96,iniciante,4,60,Upper/Lower 2x
M,51,114.5,1.82,avancado,6,70,PPL 2x
M,27,108.5,1.97,intermediario,6,80,Arnold Split
F,29,88.8,1.91,avancado,5,60,Upper/Lower 2x + Full Body
F,30,67.7,1.51,iniciante,4,70,Upper/Lower 2x
M,47,55.2,1.6,iniciante,3,50,Full Body 3x
M,27,110.1,1.84,avancado,5,60,UL PPL
